Path,Video,Subject,SuperTrial,Capture,StartFrame,EndFrame,Gesture
datasets\jigsaw\Suturing\Suturing\video\Suturing_B001_capture2,Suturing_B001_capture2,B,B001,capture2,1440,1698,G8
datasets\jigsaw\Suturing\Suturing\video\Suturing_B001_capture2,Suturing_B001_capture2,B,B001,capture2,1699,1783,G2
datasets\jigsaw\Suturing\Suturing\video\Suturing_B001_capture2,Suturing_B001_capture2,B,B001,capture2,1784,2285,G3
datasets\jigsaw\Suturing\Suturing\video\Suturing_B001_capture2,Suturing_B001_capture2,B,B001,capture2,2286,2495,G6
datasets\jigsaw\Suturing\Suturing\video\Suturing_B001_capture2,Suturing_B001_capture2,B,B001,capture2,2496,2679,G4
datasets\jigsaw\Suturing\Suturing\video\Suturing_B001_capture2,Suturing_B001_capture2,B,B001,capture2,2680,2750,G2
datasets\jigsaw\Suturing\Suturing\video\Suturing_B001_capture2,Suturing_B001_capture2,B,B001,capture2,2751,2976,G3
datasets\jigsaw\Suturing\Suturing\video\Suturing_B001_capture2,Suturing_B001_capture2,B,B001,capture2,2977,3155,G6
datasets\jigsaw\Suturing\Suturing\video\Suturing_B001_capture2,Suturing_B001_capture2,B,B001,capture2,3156,3308,G4
datasets\jigsaw\Suturing\Suturing\video\Suturing_B001_capture2,Suturing_B001_capture2,B,B001,capture2,3309,3659,G2
datasets\jigsaw\Suturing\Suturing\video\Suturing_B001_capture2,Suturing_B001_capture2,B,B001,capture2,3660,4011,G3
datasets\jigsaw\Suturing\Suturing\video\Suturing_B001_capture2,Suturing_B001_capture2,B,B001,capture2,4012,4321,G8
datasets\jigsaw\Suturing\Suturing\video\Suturing_B001_capture2,Suturing_B001_capture2,B,B001,capture2,4322,4374,G2
datasets\jigsaw\Suturing\Suturing\video\Suturing_B001_capture2,Suturing_B001_capture2,B,B001,capture2,4375,4704,G3
datasets\jigsaw\Suturing\Suturing\video\Suturing_B001_capture2,Suturing_B001_capture2,B,B001,capture2,4705,4846,G6
datasets\jigsaw\Suturing\Suturing\video\Suturing_B001_capture2,Suturing_B001_capture2,B,B001,capture2,4847,4983,G4
datasets\jigsaw\Suturing\Suturing\video\Suturing_B001_capture2,Suturing_B001_capture2,B,B001,capture2,4984,5059,G2
datasets\jigsaw\Suturing\Suturing\video\Suturing_B001_capture2,Suturing_B001_capture2,B,B001,capture2,5060,5354,G3
datasets\jigsaw\Suturing\Suturing\video\Suturing_B001_capture2,Suturing_B001_capture2,B,B001,capture2,5355,5447,G6
datasets\jigsaw\Suturing\Suturing\video\Suturing_B001_capture2,Suturing_B001_capture2,B,B001,capture2,5448,5635,G11
datasets\jigsaw\Suturing\Suturing\video\Suturing_B002_capture1,Suturing_B002_capture1,B,B002,capture1,5,78,G1
datasets\jigsaw\Suturing\Suturing\video\Suturing_B002_capture1,Suturing_B002_capture1,B,B002,capture1,79,203,G5
datasets\jigsaw\Suturing\Suturing\video\Suturing_B002_capture1,Suturing_B002_capture1,B,B002,capture1,204,550,G8
datasets\jigsaw\Suturing\Suturing\video\Suturing_B002_capture1,Suturing_B002_capture1,B,B002,capture1,551,613,G2
datasets\jigsaw\Suturing\Suturing\video\Suturing_B002_capture1,Suturing_B002_capture1,B,B002,capture1,614,862,G3
datasets\jigsaw\Suturing\Suturing\video\Suturing_B002_capture1,Suturing_B002_capture1,B,B002,capture1,863,1115,G6
datasets\jigsaw\Suturing\Suturing\video\Suturing_B002_capture1,Suturing_B002_capture1,B,B002,capture1,1116,1272,G4
datasets\jigsaw\Suturing\Suturing\video\Suturing_B002_capture1,Suturing_B002_capture1,B,B002,capture1,1273,1402,G2
datasets\jigsaw\Suturing\Suturing\video\Suturing_B002_capture1,Suturing_B002_capture1,B,B002,capture1,1403,1729,G3
datasets\jigsaw\Suturing\Suturing\video\Suturing_B002_capture1,Suturing_B002_capture1,B,B002,capture1,1730,1890,G6
datasets\jigsaw\Suturing\Suturing\video\Suturing_B002_capture1,Suturing_B002_capture1,B,B002,capture1,1891,2011,G4
datasets\jigsaw\Suturing\Suturing\video\Suturing_B002_capture1,Suturing_B002_capture1,B,B002,capture1,2012,2094,G2
datasets\jigsaw\Suturing\Suturing\video\Suturing_B002_capture1,Suturing_B002_capture1,B,B002,capture1,2095,2481,G3
datasets\jigsaw\Suturing\Suturing\video\Suturing_B002_capture1,Suturing_B002_capture1,B,B002,capture1,2482,2772,G6
datasets\jigsaw\Suturing\Suturing\video\Suturing_B002_capture1,Suturing_B002_capture1,B,B002,capture1,2773,2877,G4
datasets\jigsaw\Suturing\Suturing\video\Suturing_B002_capture1,Suturing_B002_capture1,B,B002,capture1,2878,2936,G2
datasets\jigsaw\Suturing\Suturing\video\Suturing_B002_capture1,Suturing_B002_capture1,B,B002,capture1,2937,3127,G3
datasets\jigsaw\Suturing\Suturing\video\Suturing_B002_capture1,Suturing_B002_capture1,B,B002,capture1,3128,3289,G6
datasets\jigsaw\Suturing\Suturing\video\Suturing_B002_capture1,Suturing_B002_capture1,B,B002,capture1,3290,3424,G11
datasets\jigsaw\Suturing\Suturing\video\Suturing_B002_capture2,Suturing_B002_capture2,B,B002,capture2,5,78,G1
datasets\jigsaw\Suturing\Suturing\video\Suturing_B002_capture2,Suturing_B002_capture2,B,B002,capture2,79,203,G5
datasets\jigsaw\Suturing\Suturing\video\Suturing_B002_capture2,Suturing_B002_capture2,B,B002,capture2,204,550,G8
datasets\jigsaw\Suturing\Suturing\video\Suturing_B002_capture2,Suturing_B002_capture2,B,B002,capture2,551,613,G2
datasets\jigsaw\Suturing\Suturing\video\Suturing_B002_capture2,Suturing_B002_capture2,B,B002,capture2,614,862,G3
datasets\jigsaw\Suturing\Suturing\video\Suturing_B002_capture2,Suturing_B002_capture2,B,B002,capture2,863,1115,G6
datasets\jigsaw\Suturing\Suturing\video\Suturing_B002_capture2,Suturing_B002_capture2,B,B002,capture2,1116,1272,G4
datasets\jigsaw\Suturing\Suturing\video\Suturing_B002_capture2,Suturing_B002_capture2,B,B002,capture2,1273,1402,G2
datasets\jigsaw\Suturing\Suturing\video\Suturing_B002_capture2,Suturing_B002_capture2,B,B002,capture2,1403,1729,G3
datasets\jigsaw\Suturing\Suturing\video\Suturing_B002_capture2,Suturing_B002_capture2,B,B002,capture2,1730,1890,G6
datasets\jigsaw\Suturing\Suturing\video\Suturing_B002_capture2,Suturing_B002_capture2,B,B002,capture2,1891,2011,G4
datasets\jigsaw\Suturing\Suturing\video\Suturing_B002_capture2,Suturing_B002_capture2,B,B002,capture2,2012,2094,G2
datasets\jigsaw\Suturing\Suturing\video\Suturing_B002_capture2,Suturing_B002_capture2,B,B002,capture2,2095,2481,G3
datasets\jigsaw\Suturing\Suturing\video\Suturing_B002_capture2,Suturing_B002_capture2,B,B002,capture2,2482,2772,G6
datasets\jigsaw\Suturing\Suturing\video\Suturing_B002_capture2,Suturing_B002_capture2,B,B002,capture2,2773,2877,G4
datasets\jigsaw\Suturing\Suturing\video\Suturing_B002_capture2,Suturing_B002_capture2,B,B002,capture2,2878,2936,G2
datasets\jigsaw\Suturing\Suturing\video\Suturing_B002_capture2,Suturing_B002_capture2,B,B002,capture2,2937,3127,G3
datasets\jigsaw\Suturing\Suturing\video\Suturing_B002_capture2,Suturing_B002_capture2,B,B002,capture2,3128,3289,G6
datasets\jigsaw\Suturing\Suturing\video\Suturing_B002_capture2,Suturing_B002_capture2,B,B002,capture2,3290,3424,G11
datasets\jigsaw\Suturing\Suturing\video\Suturing_B003_capture1,Suturing_B003_capture1,B,B003,capture1,8,103,G1
datasets\jigsaw\Suturing\Suturing\video\Suturing_B003_capture1,Suturing_B003_capture1,B,B003,capture1,104,180,G5
datasets\jigsaw\Suturing\Suturing\video\Suturing_B003_capture1,Suturing_B003_capture1,B,B003,capture1,181,221,G2
datasets\jigsaw\Suturing\Suturing\video\Suturing_B003_capture1,Suturing_B003_capture1,B,B003,capture1,222,522,G3
datasets\jigsaw\Suturing\Suturing\video\Suturing_B003_capture1,Suturing_B003_capture1,B,B003,capture1,523,701,G6
datasets\jigsaw\Suturing\Suturing\video\Suturing_B003_capture1,Suturing_B003_capture1,B,B003,capture1,702,919,G4
datasets\jigsaw\Suturing\Suturing\video\Suturing_B003_capture1,Suturing_B003_capture1,B,B003,capture1,920,982,G2
datasets\jigsaw\Suturing\Suturing\video\Suturing_B003_capture1,Suturing_B003_capture1,B,B003,capture1,983,1205,G3
datasets\jigsaw\Suturing\Suturing\video\Suturing_B003_capture1,Suturing_B003_capture1,B,B003,capture1,1206,1394,G6
datasets\jigsaw\Suturing\Suturing\video\Suturing_B003_capture1,Suturing_B003_capture1,B,B003,capture1,1395,1526,G4
datasets\jigsaw\Suturing\Suturing\video\Suturing_B003_capture1,Suturing_B003_capture1,B,B003,capture1,1527,1595,G2
datasets\jigsaw\Suturing\Suturing\video\Suturing_B003_capture1,Suturing_B003_capture1,B,B003,capture1,1596,1929,G3
datasets\jigsaw\Suturing\Suturing\video\Suturing_B003_capture1,Suturing_B003_capture1,B,B003,capture1,1930,2195,G6
datasets\jigsaw\Suturing\Suturing\video\Suturing_B003_capture1,Suturing_B003_capture1,B,B003,capture1,2196,2370,G4
datasets\jigsaw\Suturing\Suturing\video\Suturing_B003_capture1,Suturing_B003_capture1,B,B003,capture1,2371,2436,G2
datasets\jigsaw\Suturing\Suturing\video\Suturing_B003_capture1,Suturing_B003_capture1,B,B003,capture1,2437,2683,G3
datasets\jigsaw\Suturing\Suturing\video\Suturing_B003_capture1,Suturing_B003_capture1,B,B003,capture1,2684,3116,G6
datasets\jigsaw\Suturing\Suturing\video\Suturing_B003_capture1,Suturing_B003_capture1,B,B003,capture1,3117,3274,G11
datasets\jigsaw\Suturing\Suturing\video\Suturing_B003_capture2,Suturing_B003_capture2,B,B003,capture2,8,103,G1
datasets\jigsaw\Suturing\Suturing\video\Suturing_B003_capture2,Suturing_B003_capture2,B,B003,capture2,104,180,G5
datasets\jigsaw\Suturing\Suturing\video\Suturing_B003_capture2,Suturing_B003_capture2,B,B003,capture2,181,221,G2
datasets\jigsaw\Suturing\Suturing\video\Suturing_B003_capture2,Suturing_B003_capture2,B,B003,capture2,222,522,G3
datasets\jigsaw\Suturing\Suturing\video\Suturing_B003_capture2,Suturing_B003_capture2,B,B003,capture2,523,701,G6
datasets\jigsaw\Suturing\Suturing\video\Suturing_B003_capture2,Suturing_B003_capture2,B,B003,capture2,702,919,G4
datasets\jigsaw\Suturing\Suturing\video\Suturing_B003_capture2,Suturing_B003_capture2,B,B003,capture2,920,982,G2
datasets\jigsaw\Suturing\Suturing\video\Suturing_B003_capture2,Suturing_B003_capture2,B,B003,capture2,983,1205,G3
datasets\jigsaw\Suturing\Suturing\video\Suturing_B003_capture2,Suturing_B003_capture2,B,B003,capture2,1206,1394,G6
datasets\jigsaw\Suturing\Suturing\video\Suturing_B003_capture2,Suturing_B003_capture2,B,B003,capture2,1395,1526,G4
datasets\jigsaw\Suturing\Suturing\video\Suturing_B003_capture2,Suturing_B003_capture2,B,B003,capture2,1527,1595,G2
datasets\jigsaw\Suturing\Suturing\video\Suturing_B003_capture2,Suturing_B003_capture2,B,B003,capture2,1596,1929,G3
datasets\jigsaw\Suturing\Suturing\video\Suturing_B003_capture2,Suturing_B003_capture2,B,B003,capture2,1930,2195,G6
datasets\jigsaw\Suturing\Suturing\video\Suturing_B003_capture2,Suturing_B003_capture2,B,B003,capture2,2196,2370,G4
datasets\jigsaw\Suturing\Suturing\video\Suturing_B003_capture2,Suturing_B003_capture2,B,B003,capture2,2371,2436,G2
datasets\jigsaw\Suturing\Suturing\video\Suturing_B003_capture2,Suturing_B003_capture2,B,B003,capture2,2437,2683,G3
datasets\jigsaw\Suturing\Suturing\video\Suturing_B003_capture2,Suturing_B003_capture2,B,B003,capture2,2684,3116,G6
datasets\jigsaw\Suturing\Suturing\video\Suturing_B003_capture2,Suturing_B003_capture2,B,B003,capture2,3117,3274,G11
datasets\jigsaw\Suturing\Suturing\video\Suturing_B004_capture1,Suturing_B004_capture1,B,B004,capture1,1,46,G1
datasets\jigsaw\Suturing\Suturing\video\Suturing_B004_capture1,Suturing_B004_capture1,B,B004,capture1,47,103,G5
datasets\jigsaw\Suturing\Suturing\video\Suturing_B004_capture1,Suturing_B004_capture1,B,B004,capture1,104,128,G2
datasets\jigsaw\Suturing\Suturing\video\Suturing_B004_capture1,Suturing_B004_capture1,B,B004,capture1,129,696,G3
datasets\jigsaw\Suturing\Suturing\video\Suturing_B004_capture1,Suturing_B004_capture1,B,B004,capture1,697,876,G6
datasets\jigsaw\Suturing\Suturing\video\Suturing_B004_capture1,Suturing_B004_capture1,B,B004,capture1,877,1015,G4
datasets\jigsaw\Suturing\Suturing\video\Suturing_B004_capture1,Suturing_B004_capture1,B,B004,capture1,1016,1417,G2
datasets\jigsaw\Suturing\Suturing\video\Suturing_B004_capture1,Suturing_B004_capture1,B,B004,capture1,1418,1603,G6
datasets\jigsaw\Suturing\Suturing\video\Suturing_B004_capture1,Suturing_B004_capture1,B,B004,capture1,1604,1722,G4
datasets\jigsaw\Suturing\Suturing\video\Suturing_B004_capture1,Suturing_B004_capture1,B,B004,capture1,1723,1799,G2
datasets\jigsaw\Suturing\Suturing\video\Suturing_B004_capture1,Suturing_B004_capture1,B,B004,capture1,1800,2186,G3
datasets\jigsaw\Suturing\Suturing\video\Suturing_B004_capture1,Suturing_B004_capture1,B,B004,capture1,2187,2326,G6
datasets\jigsaw\Suturing\Suturing\video\Suturing_B004_capture1,Suturing_B004_capture1,B,B004,capture1,2327,2429,G4
datasets\jigsaw\Suturing\Suturing\video\Suturing_B004_capture1,Suturing_B004_capture1,B,B004,capture1,2430,2564,G8
datasets\jigsaw\Suturing\Suturing\video\Suturing_B004_capture1,Suturing_B004_capture1,B,B004,capture1,2565,2860,G2
datasets\jigsaw\Suturing\Suturing\video\Suturing_B004_capture1,Suturing_B004_capture1,B,B004,capture1,2861,3069,G6
datasets\jigsaw\Suturing\Suturing\video\Suturing_B004_capture1,Suturing_B004_capture1,B,B004,capture1,3070,3257,G11
datasets\jigsaw\Suturing\Suturing\video\Suturing_B004_capture2,Suturing_B004_capture2,B,B004,capture2,1,46,G1
datasets\jigsaw\Suturing\Suturing\video\Suturing_B004_capture2,Suturing_B004_capture2,B,B004,capture2,47,103,G5
datasets\jigsaw\Suturing\Suturing\video\Suturing_B004_capture2,Suturing_B004_capture2,B,B004,capture2,104,128,G2
datasets\jigsaw\Suturing\Suturing\video\Suturing_B004_capture2,Suturing_B004_capture2,B,B004,capture2,129,696,G3
datasets\jigsaw\Suturing\Suturing\video\Suturing_B004_capture2,Suturing_B004_capture2,B,B004,capture2,697,876,G6
datasets\jigsaw\Suturing\Suturing\video\Suturing_B004_capture2,Suturing_B004_capture2,B,B004,capture2,877,1015,G4
datasets\jigsaw\Suturing\Suturing\video\Suturing_B004_capture2,Suturing_B004_capture2,B,B004,capture2,1016,1417,G2
datasets\jigsaw\Suturing\Suturing\video\Suturing_B004_capture2,Suturing_B004_capture2,B,B004,capture2,1418,1603,G6
datasets\jigsaw\Suturing\Suturing\video\Suturing_B004_capture2,Suturing_B004_capture2,B,B004,capture2,1604,1722,G4
datasets\jigsaw\Suturing\Suturing\video\Suturing_B004_capture2,Suturing_B004_capture2,B,B004,capture2,1723,1799,G2
datasets\jigsaw\Suturing\Suturing\video\Suturing_B004_capture2,Suturing_B004_capture2,B,B004,capture2,1800,2186,G3
datasets\jigsaw\Suturing\Suturing\video\Suturing_B004_capture2,Suturing_B004_capture2,B,B004,capture2,2187,2326,G6
datasets\jigsaw\Suturing\Suturing\video\Suturing_B004_capture2,Suturing_B004_capture2,B,B004,capture2,2327,2429,G4
datasets\jigsaw\Suturing\Suturing\video\Suturing_B004_capture2,Suturing_B004_capture2,B,B004,capture2,2430,2564,G8
datasets\jigsaw\Suturing\Suturing\video\Suturing_B004_capture2,Suturing_B004_capture2,B,B004,capture2,2565,2860,G2
datasets\jigsaw\Suturing\Suturing\video\Suturing_B004_capture2,Suturing_B004_capture2,B,B004,capture2,2861,3069,G6
datasets\jigsaw\Suturing\Suturing\video\Suturing_B004_capture2,Suturing_B004_capture2,B,B004,capture2,3070,3257,G11
datasets\jigsaw\Suturing\Suturing\video\Suturing_B005_capture1,Suturing_B005_capture1,B,B005,capture1,1,11,G1
datasets\jigsaw\Suturing\Suturing\video\Suturing_B005_capture1,Suturing_B005_capture1,B,B005,capture1,12,101,G5
datasets\jigsaw\Suturing\Suturing\video\Suturing_B005_capture1,Suturing_B005_capture1,B,B005,capture1,102,446,G8
datasets\jigsaw\Suturing\Suturing\video\Suturing_B005_capture1,Suturing_B005_capture1,B,B005,capture1,447,516,G2
datasets\jigsaw\Suturing\Suturing\video\Suturing_B005_capture1,Suturing_B005_capture1,B,B005,capture1,517,967,G3
datasets\jigsaw\Suturing\Suturing\video\Suturing_B005_capture1,Suturing_B005_capture1,B,B005,capture1,968,1115,G6
datasets\jigsaw\Suturing\Suturing\video\Suturing_B005_capture1,Suturing_B005_capture1,B,B005,capture1,1116,1186,G4
datasets\jigsaw\Suturing\Suturing\video\Suturing_B005_capture1,Suturing_B005_capture1,B,B005,capture1,1187,1261,G2
datasets\jigsaw\Suturing\Suturing\video\Suturing_B005_capture1,Suturing_B005_capture1,B,B005,capture1,1262,1489,G3
datasets\jigsaw\Suturing\Suturing\video\Suturing_B005_capture1,Suturing_B005_capture1,B,B005,capture1,1490,1667,G6
datasets\jigsaw\Suturing\Suturing\video\Suturing_B005_capture1,Suturing_B005_capture1,B,B005,capture1,1668,1779,G4
datasets\jigsaw\Suturing\Suturing\video\Suturing_B005_capture1,Suturing_B005_capture1,B,B005,capture1,1780,1845,G2
datasets\jigsaw\Suturing\Suturing\video\Suturing_B005_capture1,Suturing_B005_capture1,B,B005,capture1,1846,2089,G3
datasets\jigsaw\Suturing\Suturing\video\Suturing_B005_capture1,Suturing_B005_capture1,B,B005,capture1,2090,2234,G6
datasets\jigsaw\Suturing\Suturing\video\Suturing_B005_capture1,Suturing_B005_capture1,B,B005,capture1,2235,2329,G4
datasets\jigsaw\Suturing\Suturing\video\Suturing_B005_capture1,Suturing_B005_capture1,B,B005,capture1,2330,2372,G2
datasets\jigsaw\Suturing\Suturing\video\Suturing_B005_capture1,Suturing_B005_capture1,B,B005,capture1,2373,2588,G3
datasets\jigsaw\Suturing\Suturing\video\Suturing_B005_capture1,Suturing_B005_capture1,B,B005,capture1,2589,2693,G6
datasets\jigsaw\Suturing\Suturing\video\Suturing_B005_capture1,Suturing_B005_capture1,B,B005,capture1,2694,2848,G11
datasets\jigsaw\Suturing\Suturing\video\Suturing_B005_capture2,Suturing_B005_capture2,B,B005,capture2,1,11,G1
datasets\jigsaw\Suturing\Suturing\video\Suturing_B005_capture2,Suturing_B005_capture2,B,B005,capture2,12,101,G5
datasets\jigsaw\Suturing\Suturing\video\Suturing_B005_capture2,Suturing_B005_capture2,B,B005,capture2,102,446,G8
datasets\jigsaw\Suturing\Suturing\video\Suturing_B005_capture2,Suturing_B005_capture2,B,B005,capture2,447,516,G2
datasets\jigsaw\Suturing\Suturing\video\Suturing_B005_capture2,Suturing_B005_capture2,B,B005,capture2,517,967,G3
datasets\jigsaw\Suturing\Suturing\video\Suturing_B005_capture2,Suturing_B005_capture2,B,B005,capture2,968,1115,G6
datasets\jigsaw\Suturing\Suturing\video\Suturing_B005_capture2,Suturing_B005_capture2,B,B005,capture2,1116,1186,G4
datasets\jigsaw\Suturing\Suturing\video\Suturing_B005_capture2,Suturing_B005_capture2,B,B005,capture2,1187,1261,G2
datasets\jigsaw\Suturing\Suturing\video\Suturing_B005_capture2,Suturing_B005_capture2,B,B005,capture2,1262,1489,G3
datasets\jigsaw\Suturing\Suturing\video\Suturing_B005_capture2,Suturing_B005_capture2,B,B005,capture2,1490,1667,G6
datasets\jigsaw\Suturing\Suturing\video\Suturing_B005_capture2,Suturing_B005_capture2,B,B005,capture2,1668,1779,G4
datasets\jigsaw\Suturing\Suturing\video\Suturing_B005_capture2,Suturing_B005_capture2,B,B005,capture2,1780,1845,G2
datasets\jigsaw\Suturing\Suturing\video\Suturing_B005_capture2,Suturing_B005_capture2,B,B005,capture2,1846,2089,G3
datasets\jigsaw\Suturing\Suturing\video\Suturing_B005_capture2,Suturing_B005_capture2,B,B005,capture2,2090,2234,G6
datasets\jigsaw\Suturing\Suturing\video\Suturing_B005_capture2,Suturing_B005_capture2,B,B005,capture2,2235,2329,G4
datasets\jigsaw\Suturing\Suturing\video\Suturing_B005_capture2,Suturing_B005_capture2,B,B005,capture2,2330,2372,G2
datasets\jigsaw\Suturing\Suturing\video\Suturing_B005_capture2,Suturing_B005_capture2,B,B005,capture2,2373,2588,G3
datasets\jigsaw\Suturing\Suturing\video\Suturing_B005_capture2,Suturing_B005_capture2,B,B005,capture2,2589,2693,G6
datasets\jigsaw\Suturing\Suturing\video\Suturing_B005_capture2,Suturing_B005_capture2,B,B005,capture2,2694,2848,G11
datasets\jigsaw\Suturing\Suturing\video\Suturing_C001_capture1,Suturing_C001_capture1,C,C001,capture1,26,67,G1
datasets\jigsaw\Suturing\Suturing\video\Suturing_C001_capture1,Suturing_C001_capture1,C,C001,capture1,68,191,G5
datasets\jigsaw\Suturing\Suturing\video\Suturing_C001_capture1,Suturing_C001_capture1,C,C001,capture1,192,305,G8
datasets\jigsaw\Suturing\Suturing\video\Suturing_C001_capture1,Suturing_C001_capture1,C,C001,capture1,306,413,G2
datasets\jigsaw\Suturing\Suturing\video\Suturing_C001_capture1,Suturing_C001_capture1,C,C001,capture1,414,781,G3
datasets\jigsaw\Suturing\Suturing\video\Suturing_C001_capture1,Suturing_C001_capture1,C,C001,capture1,782,854,G6
datasets\jigsaw\Suturing\Suturing\video\Suturing_C001_capture1,Suturing_C001_capture1,C,C001,capture1,855,1039,G4
datasets\jigsaw\Suturing\Suturing\video\Suturing_C001_capture1,Suturing_C001_capture1,C,C001,capture1,1040,1191,G8
datasets\jigsaw\Suturing\Suturing\video\Suturing_C001_capture1,Suturing_C001_capture1,C,C001,capture1,1192,1354,G2
datasets\jigsaw\Suturing\Suturing\video\Suturing_C001_capture1,Suturing_C001_capture1,C,C001,capture1,1355,1581,G3
datasets\jigsaw\Suturing\Suturing\video\Suturing_C001_capture1,Suturing_C001_capture1,C,C001,capture1,1582,1793,G6
datasets\jigsaw\Suturing\Suturing\video\Suturing_C001_capture1,Suturing_C001_capture1,C,C001,capture1,1794,1915,G4
datasets\jigsaw\Suturing\Suturing\video\Suturing_C001_capture1,Suturing_C001_capture1,C,C001,capture1,1916,2016,G2
datasets\jigsaw\Suturing\Suturing\video\Suturing_C001_capture1,Suturing_C001_capture1,C,C001,capture1,2017,2253,G3
datasets\jigsaw\Suturing\Suturing\video\Suturing_C001_capture1,Suturing_C001_capture1,C,C001,capture1,2254,2410,G6
