Path,Video,Subject,SuperTrial,Capture,StartFrame,EndFrame,Gesture
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_B004_capture1,Needle_Passing_B004_capture1,B,B004,capture1,1393,1486,G4
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_B004_capture1,Needle_Passing_B004_capture1,B,B004,capture1,1487,1666,G2
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_B004_capture1,Needle_Passing_B004_capture1,B,B004,capture1,1667,1745,G3
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_B004_capture1,Needle_Passing_B004_capture1,B,B004,capture1,1746,1891,G6
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_B004_capture1,Needle_Passing_B004_capture1,B,B004,capture1,1892,2008,G4
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_B004_capture1,Needle_Passing_B004_capture1,B,B004,capture1,2009,2316,G2
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_B004_capture1,Needle_Passing_B004_capture1,B,B004,capture1,2317,2404,G3
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_B004_capture1,Needle_Passing_B004_capture1,B,B004,capture1,2405,2625,G6
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_B004_capture1,Needle_Passing_B004_capture1,B,B004,capture1,2626,2780,G11
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_B004_capture2,Needle_Passing_B004_capture2,B,B004,capture2,31,185,G1
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_B004_capture2,Needle_Passing_B004_capture2,B,B004,capture2,186,515,G2
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_B004_capture2,Needle_Passing_B004_capture2,B,B004,capture2,516,686,G3
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_B004_capture2,Needle_Passing_B004_capture2,B,B004,capture2,687,872,G6
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_B004_capture2,Needle_Passing_B004_capture2,B,B004,capture2,873,980,G4
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_B004_capture2,Needle_Passing_B004_capture2,B,B004,capture2,981,1199,G2
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_B004_capture2,Needle_Passing_B004_capture2,B,B004,capture2,1200,1282,G3
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_B004_capture2,Needle_Passing_B004_capture2,B,B004,capture2,1283,1392,G6
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_B004_capture2,Needle_Passing_B004_capture2,B,B004,capture2,1393,1486,G4
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_B004_capture2,Needle_Passing_B004_capture2,B,B004,capture2,1487,1666,G2
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_B004_capture2,Needle_Passing_B004_capture2,B,B004,capture2,1667,1745,G3
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_B004_capture2,Needle_Passing_B004_capture2,B,B004,capture2,1746,1891,G6
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_B004_capture2,Needle_Passing_B004_capture2,B,B004,capture2,1892,2008,G4
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_B004_capture2,Needle_Passing_B004_capture2,B,B004,capture2,2009,2316,G2
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_B004_capture2,Needle_Passing_B004_capture2,B,B004,capture2,2317,2404,G3
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_B004_capture2,Needle_Passing_B004_capture2,B,B004,capture2,2405,2625,G6
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_B004_capture2,Needle_Passing_B004_capture2,B,B004,capture2,2626,2780,G11
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_C001_capture1,Needle_Passing_C001_capture1,C,C001,capture1,27,65,G1
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_C001_capture1,Needle_Passing_C001_capture1,C,C001,capture1,66,156,G5
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_C001_capture1,Needle_Passing_C001_capture1,C,C001,capture1,157,315,G8
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_C001_capture1,Needle_Passing_C001_capture1,C,C001,capture1,316,485,G2
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_C001_capture1,Needle_Passing_C001_capture1,C,C001,capture1,486,553,G3
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_C001_capture1,Needle_Passing_C001_capture1,C,C001,capture1,554,635,G6
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_C001_capture1,Needle_Passing_C001_capture1,C,C001,capture1,636,701,G4
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_C001_capture1,Needle_Passing_C001_capture1,C,C001,capture1,702,1826,G2
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_C001_capture1,Needle_Passing_C001_capture1,C,C001,capture1,1827,1931,G3
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_C001_capture1,Needle_Passing_C001_capture1,C,C001,capture1,1932,2149,G6
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_C001_capture1,Needle_Passing_C001_capture1,C,C001,capture1,2150,2236,G4
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_C001_capture1,Needle_Passing_C001_capture1,C,C001,capture1,2237,2428,G2
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_C001_capture1,Needle_Passing_C001_capture1,C,C001,capture1,2429,2503,G3
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_C001_capture1,Needle_Passing_C001_capture1,C,C001,capture1,2504,2603,G6
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_C001_capture1,Needle_Passing_C001_capture1,C,C001,capture1,2604,2675,G4
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_C001_capture1,Needle_Passing_C001_capture1,C,C001,capture1,2676,3072,G2
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_C001_capture1,Needle_Passing_C001_capture1,C,C001,capture1,3073,3182,G3
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_C001_capture1,Needle_Passing_C001_capture1,C,C001,capture1,3183,3396,G6
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_C001_capture1,Needle_Passing_C001_capture1,C,C001,capture1,3397,3560,G4
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_C001_capture1,Needle_Passing_C001_capture1,C,C001,capture1,3561,3912,G2
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_C001_capture1,Needle_Passing_C001_capture1,C,C001,capture1,3913,4001,G3
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_C001_capture1,Needle_Passing_C001_capture1,C,C001,capture1,4002,4188,G6
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_C001_capture1,Needle_Passing_C001_capture1,C,C001,capture1,4189,4313,G11
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_C001_capture2,Needle_Passing_C001_capture2,C,C001,capture2,27,65,G1
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_C001_capture2,Needle_Passing_C001_capture2,C,C001,capture2,66,156,G5
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_C001_capture2,Needle_Passing_C001_capture2,C,C001,capture2,157,315,G8
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_C001_capture2,Needle_Passing_C001_capture2,C,C001,capture2,316,485,G2
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_C001_capture2,Needle_Passing_C001_capture2,C,C001,capture2,486,553,G3
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_C001_capture2,Needle_Passing_C001_capture2,C,C001,capture2,554,635,G6
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_C001_capture2,Needle_Passing_C001_capture2,C,C001,capture2,636,701,G4
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_C001_capture2,Needle_Passing_C001_capture2,C,C001,capture2,702,1826,G2
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_C001_capture2,Needle_Passing_C001_capture2,C,C001,capture2,1827,1931,G3
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_C001_capture2,Needle_Passing_C001_capture2,C,C001,capture2,1932,2149,G6
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_C001_capture2,Needle_Passing_C001_capture2,C,C001,capture2,2150,2236,G4
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_C001_capture2,Needle_Passing_C001_capture2,C,C001,capture2,2237,2428,G2
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_C001_capture2,Needle_Passing_C001_capture2,C,C001,capture2,2429,2503,G3
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_C001_capture2,Needle_Passing_C001_capture2,C,C001,capture2,2504,2603,G6
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_C001_capture2,Needle_Passing_C001_capture2,C,C001,capture2,2604,2675,G4
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_C001_capture2,Needle_Passing_C001_capture2,C,C001,capture2,2676,3072,G2
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_C001_capture2,Needle_Passing_C001_capture2,C,C001,capture2,3073,3182,G3
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_C001_capture2,Needle_Passing_C001_capture2,C,C001,capture2,3183,3396,G6
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_C001_capture2,Needle_Passing_C001_capture2,C,C001,capture2,3397,3560,G4
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_C001_capture2,Needle_Passing_C001_capture2,C,C001,capture2,3561,3912,G2
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_C001_capture2,Needle_Passing_C001_capture2,C,C001,capture2,3913,4001,G3
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_C001_capture2,Needle_Passing_C001_capture2,C,C001,capture2,4002,4188,G6
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_C001_capture2,Needle_Passing_C001_capture2,C,C001,capture2,4189,4313,G11
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_C002_capture1,Needle_Passing_C002_capture1,C,C002,capture1,50,141,G1
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_C002_capture1,Needle_Passing_C002_capture1,C,C002,capture1,142,247,G5
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_C002_capture1,Needle_Passing_C002_capture1,C,C002,capture1,248,472,G8
datasets\jigsaw\Needle_Passing\Needle_Passing\video\Needle_Passing_C002_capture1,Needle_Passing_C002_capture1,C,C002,capture1,473,616,G2
