Path,Video,Subject,SuperTrial,Capture,StartFrame,EndFrame,Gesture
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_B002_capture2,Knot_Tying_B002_capture2,B,B002,capture2,37,159,G12
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_B002_capture2,Knot_Tying_B002_capture2,B,B002,capture2,160,254,G13
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_B002_capture2,Knot_Tying_B002_capture2,B,B002,capture2,255,309,G14
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_B002_capture2,Knot_Tying_B002_capture2,B,B002,capture2,310,659,G15
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_B002_capture2,Knot_Tying_B002_capture2,B,B002,capture2,660,816,G12
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_B002_capture2,Knot_Tying_B002_capture2,B,B002,capture2,817,1002,G13
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_B002_capture2,Knot_Tying_B002_capture2,B,B002,capture2,1003,1023,G14
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_B002_capture2,Knot_Tying_B002_capture2,B,B002,capture2,1024,1199,G15
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_B002_capture2,Knot_Tying_B002_capture2,B,B002,capture2,1200,1260,G11
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_B003_capture1,Knot_Tying_B003_capture1,B,B003,capture1,8,132,G12
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_B003_capture1,Knot_Tying_B003_capture1,B,B003,capture1,133,230,G13
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_B003_capture1,Knot_Tying_B003_capture1,B,B003,capture1,231,313,G14
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_B003_capture1,Knot_Tying_B003_capture1,B,B003,capture1,314,743,G15
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_B003_capture1,Knot_Tying_B003_capture1,B,B003,capture1,744,843,G12
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_B003_capture1,Knot_Tying_B003_capture1,B,B003,capture1,844,954,G13
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_B003_capture1,Knot_Tying_B003_capture1,B,B003,capture1,955,1107,G14
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_B003_capture1,Knot_Tying_B003_capture1,B,B003,capture1,1108,1286,G15
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_B003_capture1,Knot_Tying_B003_capture1,B,B003,capture1,1287,1355,G11
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_B003_capture2,Knot_Tying_B003_capture2,B,B003,capture2,8,132,G12
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_B003_capture2,Knot_Tying_B003_capture2,B,B003,capture2,133,230,G13
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_B003_capture2,Knot_Tying_B003_capture2,B,B003,capture2,231,313,G14
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_B003_capture2,Knot_Tying_B003_capture2,B,B003,capture2,314,743,G15
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_B003_capture2,Knot_Tying_B003_capture2,B,B003,capture2,744,843,G12
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_B003_capture2,Knot_Tying_B003_capture2,B,B003,capture2,844,954,G13
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_B003_capture2,Knot_Tying_B003_capture2,B,B003,capture2,955,1107,G14
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_B003_capture2,Knot_Tying_B003_capture2,B,B003,capture2,1108,1286,G15
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_B003_capture2,Knot_Tying_B003_capture2,B,B003,capture2,1287,1355,G11
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_B004_capture1,Knot_Tying_B004_capture1,B,B004,capture1,55,318,G12
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_B004_capture1,Knot_Tying_B004_capture1,B,B004,capture1,319,585,G13
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_B004_capture1,Knot_Tying_B004_capture1,B,B004,capture1,586,645,G14
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_B004_capture1,Knot_Tying_B004_capture1,B,B004,capture1,646,808,G15
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_B004_capture1,Knot_Tying_B004_capture1,B,B004,capture1,809,1268,G12
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_B004_capture1,Knot_Tying_B004_capture1,B,B004,capture1,1269,1451,G13
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_B004_capture1,Knot_Tying_B004_capture1,B,B004,capture1,1452,1539,G14
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_B004_capture1,Knot_Tying_B004_capture1,B,B004,capture1,1540,1637,G15
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_B004_capture1,Knot_Tying_B004_capture1,B,B004,capture1,1790,1820,G11
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_B004_capture2,Knot_Tying_B004_capture2,B,B004,capture2,55,318,G12
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_B004_capture2,Knot_Tying_B004_capture2,B,B004,capture2,319,585,G13
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_B004_capture2,Knot_Tying_B004_capture2,B,B004,capture2,586,645,G14
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_B004_capture2,Knot_Tying_B004_capture2,B,B004,capture2,646,808,G15
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_B004_capture2,Knot_Tying_B004_capture2,B,B004,capture2,809,1268,G12
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_B004_capture2,Knot_Tying_B004_capture2,B,B004,capture2,1269,1451,G13
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_B004_capture2,Knot_Tying_B004_capture2,B,B004,capture2,1452,1539,G14
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_B004_capture2,Knot_Tying_B004_capture2,B,B004,capture2,1540,1637,G15
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_B004_capture2,Knot_Tying_B004_capture2,B,B004,capture2,1790,1820,G11
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C001_capture1,Knot_Tying_C001_capture1,C,C001,capture1,37,134,G12
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C001_capture1,Knot_Tying_C001_capture1,C,C001,capture1,135,160,G13
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C001_capture1,Knot_Tying_C001_capture1,C,C001,capture1,161,327,G14
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C001_capture1,Knot_Tying_C001_capture1,C,C001,capture1,328,609,G15
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C001_capture1,Knot_Tying_C001_capture1,C,C001,capture1,610,887,G12
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C001_capture1,Knot_Tying_C001_capture1,C,C001,capture1,888,934,G13
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C001_capture1,Knot_Tying_C001_capture1,C,C001,capture1,935,999,G14
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C001_capture1,Knot_Tying_C001_capture1,C,C001,capture1,1000,1139,G15
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C001_capture1,Knot_Tying_C001_capture1,C,C001,capture1,1140,1227,G11
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C001_capture2,Knot_Tying_C001_capture2,C,C001,capture2,37,134,G12
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C001_capture2,Knot_Tying_C001_capture2,C,C001,capture2,135,160,G13
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C001_capture2,Knot_Tying_C001_capture2,C,C001,capture2,161,327,G14
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C001_capture2,Knot_Tying_C001_capture2,C,C001,capture2,328,609,G15
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C001_capture2,Knot_Tying_C001_capture2,C,C001,capture2,610,887,G12
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C001_capture2,Knot_Tying_C001_capture2,C,C001,capture2,888,934,G13
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C001_capture2,Knot_Tying_C001_capture2,C,C001,capture2,935,999,G14
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C001_capture2,Knot_Tying_C001_capture2,C,C001,capture2,1000,1139,G15
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C001_capture2,Knot_Tying_C001_capture2,C,C001,capture2,1140,1227,G11
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C002_capture1,Knot_Tying_C002_capture1,C,C002,capture1,28,82,G1
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C002_capture1,Knot_Tying_C002_capture1,C,C002,capture1,83,183,G12
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C002_capture1,Knot_Tying_C002_capture1,C,C002,capture1,184,211,G13
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C002_capture1,Knot_Tying_C002_capture1,C,C002,capture1,212,259,G14
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C002_capture1,Knot_Tying_C002_capture1,C,C002,capture1,260,384,G15
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C002_capture1,Knot_Tying_C002_capture1,C,C002,capture1,385,633,G12
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C002_capture1,Knot_Tying_C002_capture1,C,C002,capture1,634,676,G13
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C002_capture1,Knot_Tying_C002_capture1,C,C002,capture1,677,736,G14
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C002_capture1,Knot_Tying_C002_capture1,C,C002,capture1,737,849,G15
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C002_capture1,Knot_Tying_C002_capture1,C,C002,capture1,850,1000,G11
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C002_capture2,Knot_Tying_C002_capture2,C,C002,capture2,28,82,G1
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C002_capture2,Knot_Tying_C002_capture2,C,C002,capture2,83,183,G12
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C002_capture2,Knot_Tying_C002_capture2,C,C002,capture2,184,211,G13
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C002_capture2,Knot_Tying_C002_capture2,C,C002,capture2,212,259,G14
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C002_capture2,Knot_Tying_C002_capture2,C,C002,capture2,260,384,G15
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C002_capture2,Knot_Tying_C002_capture2,C,C002,capture2,385,633,G12
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C002_capture2,Knot_Tying_C002_capture2,C,C002,capture2,634,676,G13
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C002_capture2,Knot_Tying_C002_capture2,C,C002,capture2,677,736,G14
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C002_capture2,Knot_Tying_C002_capture2,C,C002,capture2,737,849,G15
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C002_capture2,Knot_Tying_C002_capture2,C,C002,capture2,850,1000,G11
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C003_capture1,Knot_Tying_C003_capture1,C,C003,capture1,1,61,G1
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C003_capture1,Knot_Tying_C003_capture1,C,C003,capture1,62,185,G12
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C003_capture1,Knot_Tying_C003_capture1,C,C003,capture1,186,221,G13
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C003_capture1,Knot_Tying_C003_capture1,C,C003,capture1,222,270,G14
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C003_capture1,Knot_Tying_C003_capture1,C,C003,capture1,271,440,G15
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C003_capture1,Knot_Tying_C003_capture1,C,C003,capture1,441,516,G14
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C003_capture1,Knot_Tying_C003_capture1,C,C003,capture1,517,638,G12
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C003_capture1,Knot_Tying_C003_capture1,C,C003,capture1,639,676,G13
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C003_capture1,Knot_Tying_C003_capture1,C,C003,capture1,677,734,G14
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C003_capture1,Knot_Tying_C003_capture1,C,C003,capture1,735,943,G15
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C003_capture1,Knot_Tying_C003_capture1,C,C003,capture1,944,1045,G11
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C003_capture2,Knot_Tying_C003_capture2,C,C003,capture2,1,61,G1
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C003_capture2,Knot_Tying_C003_capture2,C,C003,capture2,62,185,G12
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C003_capture2,Knot_Tying_C003_capture2,C,C003,capture2,186,221,G13
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C003_capture2,Knot_Tying_C003_capture2,C,C003,capture2,222,270,G14
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C003_capture2,Knot_Tying_C003_capture2,C,C003,capture2,271,440,G15
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C003_capture2,Knot_Tying_C003_capture2,C,C003,capture2,441,516,G14
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C003_capture2,Knot_Tying_C003_capture2,C,C003,capture2,517,638,G12
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C003_capture2,Knot_Tying_C003_capture2,C,C003,capture2,639,676,G13
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C003_capture2,Knot_Tying_C003_capture2,C,C003,capture2,677,734,G14
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C003_capture2,Knot_Tying_C003_capture2,C,C003,capture2,735,943,G15
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C003_capture2,Knot_Tying_C003_capture2,C,C003,capture2,944,1045,G11
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C004_capture1,Knot_Tying_C004_capture1,C,C004,capture1,40,159,G1
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C004_capture1,Knot_Tying_C004_capture1,C,C004,capture1,160,265,G12
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C004_capture1,Knot_Tying_C004_capture1,C,C004,capture1,266,297,G13
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C004_capture1,Knot_Tying_C004_capture1,C,C004,capture1,298,350,G14
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C004_capture1,Knot_Tying_C004_capture1,C,C004,capture1,351,521,G15
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C004_capture1,Knot_Tying_C004_capture1,C,C004,capture1,522,611,G14
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C004_capture1,Knot_Tying_C004_capture1,C,C004,capture1,612,731,G12
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C004_capture1,Knot_Tying_C004_capture1,C,C004,capture1,732,871,G13
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C004_capture1,Knot_Tying_C004_capture1,C,C004,capture1,872,974,G14
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C004_capture1,Knot_Tying_C004_capture1,C,C004,capture1,975,1189,G15
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C004_capture1,Knot_Tying_C004_capture1,C,C004,capture1,1190,1300,G11
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C004_capture2,Knot_Tying_C004_capture2,C,C004,capture2,40,159,G1
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C004_capture2,Knot_Tying_C004_capture2,C,C004,capture2,160,265,G12
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C004_capture2,Knot_Tying_C004_capture2,C,C004,capture2,266,297,G13
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C004_capture2,Knot_Tying_C004_capture2,C,C004,capture2,298,350,G14
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C004_capture2,Knot_Tying_C004_capture2,C,C004,capture2,351,521,G15
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C004_capture2,Knot_Tying_C004_capture2,C,C004,capture2,522,611,G14
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C004_capture2,Knot_Tying_C004_capture2,C,C004,capture2,612,731,G12
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C004_capture2,Knot_Tying_C004_capture2,C,C004,capture2,732,871,G13
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C004_capture2,Knot_Tying_C004_capture2,C,C004,capture2,872,974,G14
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C004_capture2,Knot_Tying_C004_capture2,C,C004,capture2,975,1189,G15
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C004_capture2,Knot_Tying_C004_capture2,C,C004,capture2,1190,1300,G11
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C005_capture1,Knot_Tying_C005_capture1,C,C005,capture1,20,92,G1
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C005_capture1,Knot_Tying_C005_capture1,C,C005,capture1,93,201,G12
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C005_capture1,Knot_Tying_C005_capture1,C,C005,capture1,202,244,G13
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C005_capture1,Knot_Tying_C005_capture1,C,C005,capture1,245,439,G14
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C005_capture1,Knot_Tying_C005_capture1,C,C005,capture1,440,601,G15
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C005_capture1,Knot_Tying_C005_capture1,C,C005,capture1,602,638,G14
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C005_capture1,Knot_Tying_C005_capture1,C,C005,capture1,639,785,G12
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C005_capture1,Knot_Tying_C005_capture1,C,C005,capture1,786,827,G13
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C005_capture1,Knot_Tying_C005_capture1,C,C005,capture1,828,870,G14
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C005_capture1,Knot_Tying_C005_capture1,C,C005,capture1,871,982,G15
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C005_capture1,Knot_Tying_C005_capture1,C,C005,capture1,983,1037,G11
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C005_capture2,Knot_Tying_C005_capture2,C,C005,capture2,20,92,G1
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C005_capture2,Knot_Tying_C005_capture2,C,C005,capture2,93,201,G12
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C005_capture2,Knot_Tying_C005_capture2,C,C005,capture2,202,244,G13
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C005_capture2,Knot_Tying_C005_capture2,C,C005,capture2,245,439,G14
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C005_capture2,Knot_Tying_C005_capture2,C,C005,capture2,440,601,G15
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C005_capture2,Knot_Tying_C005_capture2,C,C005,capture2,602,638,G14
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C005_capture2,Knot_Tying_C005_capture2,C,C005,capture2,639,785,G12
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C005_capture2,Knot_Tying_C005_capture2,C,C005,capture2,786,827,G13
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C005_capture2,Knot_Tying_C005_capture2,C,C005,capture2,828,870,G14
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C005_capture2,Knot_Tying_C005_capture2,C,C005,capture2,871,982,G15
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_C005_capture2,Knot_Tying_C005_capture2,C,C005,capture2,983,1037,G11
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_D001_capture1,Knot_Tying_D001_capture1,D,D001,capture1,41,170,G1
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_D001_capture1,Knot_Tying_D001_capture1,D,D001,capture1,171,237,G12
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_D001_capture1,Knot_Tying_D001_capture1,D,D001,capture1,238,310,G13
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_D001_capture1,Knot_Tying_D001_capture1,D,D001,capture1,311,624,G14
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_D001_capture1,Knot_Tying_D001_capture1,D,D001,capture1,625,734,G15
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_D001_capture1,Knot_Tying_D001_capture1,D,D001,capture1,735,831,G14
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_D001_capture1,Knot_Tying_D001_capture1,D,D001,capture1,832,989,G12
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_D001_capture1,Knot_Tying_D001_capture1,D,D001,capture1,990,1120,G13
datasets\jigsaw\Knot_Tying\Knot_Tying\video\Knot_Tying_D001_capture1,Knot_Tying_D001_capture1,D,D001,capture1,1121,1174,G14
